Region,Soil_Type,Soil_pH,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Irrigation,Pesticides_Used_kg,Planting_Density,Previous_Crop,Yield_ton_per_ha
Region_C,Clay,7.32,1097.8,32.5,47.0,230.6,Rainfed,23.1,15.2,Wheat,147.94
Region_A,Loam,5.55,1269.7,32.2,68.7,75.5,Rainfed,47.6,12.7,No_Previous_Crop,81.74
Region_A,Clay,6.4,1305.6,18.1,36.1,154.4,Rainfed,36.1,6.5,Rice,120.08
Region_D,Sandy,5.95,507.6,21.9,77.8,261.7,Sprinkler,39.6,11.1,Barley,149.21
Region_B,Loam,5.92,618.1,29.4,31.1,172.6,Drip,4.2,18.4,No_Previous_Crop,123.45
Region_A,Sandy,6.07,582.0,17.1,38.6,167.7,Drip,38.8,22.7,Rice,105.97
Region_D,Clay,6.22,296.9,15.5,68.9,97.0,Rainfed,45.9,21.9,Wheat,67.1
Region_B,Clay,6.81,429.5,25.8,60.9,177.9,Rainfed,16.9,9.2,No_Previous_Crop,112.7
Region_A,Clay,5.87,516.4,16.4,60.6,138.5,Flood,11.7,15.0,Barley,88.85
Region_B,Clay,5.52,797.4,23.3,32.3,259.4,Drip,4.2,21.6,No_Previous_Crop,156.3
Region_B,Loam,6.44,1378.9,21.5,45.9,156.4,Sprinkler,25.6,20.4,Barley,136.19
Region_B,Loam,5.97,1134.2,18.7,87.7,119.4,Rainfed,17.6,18.6,No_Previous_Crop,103.44
Region_A,Loam,5.61,231.3,21.4,73.7,168.0,Sprinkler,39.0,17.4,Barley,108.62
Region_B,Sandy,7.08,1087.1,21.6,31.4,103.8,Flood,11.8,12.4,No_Previous_Crop,80.12
Region_B,Loam,6.93,367.7,25.6,58.8,155.3,Sprinkler,6.6,15.3,Rice,101.35
Region_A,Sandy,6.21,1122.8,27.5,43.1,153.1,Sprinkler,17.5,21.5,No_Previous_Crop,104.48
Region_B,Sandy,6.99,1033.5,31.8,69.5,53.8,Drip,42.2,24.1,Barley,56.09
Region_A,Loam,7.48,820.6,20.6,39.5,208.0,Flood,36.1,22.4,Rice,131.1
Region_B,Clay,6.9,1103.2,29.7,69.9,140.1,Rainfed,11.3,7.5,Barley,108.0
Region_B,Sandy,6.31,946.4,33.9,40.3,179.1,Sprinkler,5.4,22.3,Rice,126.15
Region_C,Loam,6.34,922.6,31.5,68.8,106.4,Sprinkler,1.1,22.0,Wheat,85.71
Region_C,Clay,6.81,1222.1,19.8,79.0,64.7,Sprinkler,18.4,19.1,Rice,79.15
Region_B,Clay,6.14,290.1,21.4,30.9,170.9,Flood,17.5,9.6,Wheat,91.95
Region_B,Sandy,7.04,849.3,30.8,80.0,110.2,Drip,29.0,16.7,Rice,88.64
Region_B,Clay,6.21,1120.9,19.7,50.1,110.1,Drip,33.9,17.1,Maize,84.92
Region_B,Sandy,6.27,1348.3,19.5,51.2,208.3,Sprinkler,46.3,15.5,Maize,151.54
Region_C,Loam,7.31,389.8,23.8,53.3,219.4,Sprinkler,17.2,16.9,No_Previous_Crop,124.66
Region_B,Clay,5.54,1363.5,20.0,33.4,214.6,Drip,31.5,21.1,Barley,154.57
Region_C,Sandy,6.45,398.4,17.7,73.3,58.8,Sprinkler,42.1,20.3,Barley,35.65
Region_B,Clay,5.84,1231.4,23.2,58.8,66.8,Rainfed,47.6,21.1,Maize,71.37
Region_A,Loam,7.12,1069.9,29.8,87.6,265.4,Sprinkler,5.7,12.1,Barley,172.87
Region_B,Loam,7.26,373.1,25.8,46.5,243.0,Drip,9.6,20.1,No_Previous_Crop,149.09
Region_B,Sandy,5.61,460.6,17.3,40.9,89.2,Sprinkler,19.8,21.3,No_Previous_Crop,59.23
Region_B,Loam,7.38,1095.2,23.7,44.0,152.4,Drip,43.8,19.8,Maize,112.82
Region_A,Clay,6.62,1305.6,30.8,43.3,88.7,Drip,1.6,14.5,Barley,92.29
Region_B,Clay,6.82,732.0,17.8,48.8,287.4,Sprinkler,34.5,18.3,Wheat,160.13
Region_D,Clay,7.06,480.9,32.8,83.7,154.8,Flood,32.1,24.8,Barley,103.98
Region_D,Sandy,5.83,741.7,23.3,83.1,70.6,Drip,40.8,8.4,Wheat,61.81
Region_C,Loam,6.64,877.6,33.3,49.5,145.0,Drip,23.5,7.5,Barley,102.37
Region_A,Sandy,5.76,1314.6,24.4,55.9,205.3,Drip,26.1,18.6,Barley,150.46
Region_D,Sandy,7.18,595.3,31.0,51.2,132.4,Drip,21.6,9.1,Rice,82.85
Region_B,Clay,6.43,294.8,21.4,81.6,200.2,Flood,6.3,5.1,Barley,110.76
Region_C,Sandy,6.24,981.5,26.6,32.2,65.0,Rainfed,40.1,16.1,No_Previous_Crop,72.7
Region_A,Sandy,6.29,250.9,21.7,65.9,160.6,Sprinkler,16.3,8.5,Maize,93.45
Region_C,Clay,6.15,954.5,15.9,71.9,186.5,Flood,34.5,14.5,Maize,128.36
Region_C,Clay,5.99,1022.9,27.6,61.2,258.5,Drip,32.3,18.3,Wheat,166.18
Region_A,Loam,6.37,221.0,32.8,32.7,256.8,Rainfed,45.3,8.4,Rice,140.68
Region_B,Sandy,7.09,438.2,27.3,65.6,253.1,Flood,14.0,19.1,Maize,149.2
Region_B,Sandy,5.6,887.4,19.0,51.6,72.3,Drip,7.8,22.8,No_Previous_Crop,66.88
Region_B,Clay,7.1,1437.6,24.3,51.1,224.2,Rainfed,12.9,5.1,Barley,162.31
Region_A,Loam,5.8,694.9,27.4,44.5,102.5,Sprinkler,24.3,22.7,Maize,86.11
Region_B,Clay,5.54,471.0,17.6,40.5,81.8,Flood,2.8,24.5,Barley,52.77
Region_D,Loam,7.02,1253.3,28.4,34.5,109.5,Flood,2.1,24.4,Maize,97.71
Region_C,Clay,6.79,1169.6,20.4,71.2,208.9,Flood,31.2,7.4,Barley,144.7
Region_D,Clay,6.44,1050.4,22.4,46.8,297.8,Drip,18.5,7.9,Maize,182.26
Region_A,Clay,7.25,648.7,23.2,74.4,118.4,Drip,40.3,10.7,Wheat,78.22
Region_A,Sandy,6.04,817.4,30.3,45.3,278.7,Rainfed,7.0,10.4,Rice,157.87
Region_A,Sandy,6.18,724.9,24.5,48.0,261.0,Sprinkler,19.1,17.7,Rice,165.04
Region_C,Sandy,7.36,1431.6,21.0,68.4,71.2,Flood,13.1,5.3,Wheat,87.55
Region_B,Loam,7.15,1106.6,27.3,57.7,130.0,Sprinkler,31.9,25.0,Barley,107.74
Region_C,Sandy,7.28,1171.4,18.5,45.5,234.3,Drip,25.0,11.7,No_Previous_Crop,155.08
Region_D,Loam,5.62,638.3,27.7,40.8,286.7,Flood,12.5,12.8,No_Previous_Crop,166.17
Region_A,Clay,6.41,516.5,27.5,73.4,251.0,Sprinkler,48.5,6.3,Wheat,143.1
Region_C,Sandy,6.52,1498.6,29.0,40.1,183.0,Sprinkler,45.1,20.9,Maize,143.83
Region_D,Loam,6.75,1206.2,30.4,50.5,181.8,Drip,6.3,13.5,Barley,128.58
Region_D,Sandy,7.12,1106.7,26.5,84.4,296.8,Drip,46.7,23.9,Rice,186.06
Region_D,Loam,6.4,732.8,23.3,80.5,205.5,Flood,44.3,17.5,Rice,128.5
Region_C,Clay,5.56,417.1,33.8,69.1,129.0,Sprinkler,8.0,24.3,Rice,78.59
Region_B,Loam,7.28,983.9,16.0,43.4,166.9,Drip,37.9,21.7,Maize,114.62
Region_C,Sandy,6.35,1272.3,15.4,71.8,63.5,Drip,24.3,18.9,Rice,66.1
Region_C,Sandy,5.66,620.1,24.0,83.4,94.2,Drip,31.9,9.0,Rice,73.24
Region_A,Sandy,7.28,359.4,34.0,39.7,191.7,Sprinkler,46.2,12.3,No_Previous_Crop,111.08
Region_C,Clay,6.8,965.6,20.8,51.6,191.7,Rainfed,23.5,20.0,Barley,136.43
Region_B,Loam,6.26,623.9,28.2,39.9,146.1,Drip,23.4,11.9,No_Previous_Crop,92.18
Region_D,Sandy,6.86,569.6,32.5,39.5,107.5,Rainfed,15.6,14.3,Wheat,69.52
Region_D,Clay,7.32,1049.2,27.6,73.1,103.8,Flood,36.3,13.1,Barley,88.48
Region_D,Sandy,6.28,344.1,33.8,57.7,251.3,Sprinkler,11.4,13.0,Maize,151.65
Region_D,Loam,5.98,1363.7,27.1,44.1,122.1,Drip,30.9,18.0,Wheat,99.52
Region_A,Loam,5.72,1082.4,33.0,51.7,258.1,Sprinkler,6.6,13.6,No_Previous_Crop,163.7
Region_C,Sandy,5.53,684.3,29.9,84.9,150.8,Rainfed,18.9,5.7,Rice,101.44
Region_C,Loam,5.58,1154.9,19.5,75.7,153.4,Drip,17.2,16.9,Barley,113.53
Region_A,Loam,6.26,333.6,15.1,86.4,270.4,Sprinkler,3.0,17.1,Barley,149.96
Region_A,Loam,6.54,1431.9,21.8,81.0,154.9,Sprinkler,11.9,8.3,Barley,118.44
Region_D,Clay,7.13,1064.9,31.4,34.4,77.3,Flood,29.5,10.9,Barley,81.07
Region_D,Clay,6.72,568.1,30.1,33.6,204.3,Rainfed,10.8,6.9,No_Previous_Crop,121.99
Region_A,Sandy,6.23,979.5,23.9,62.2,85.9,Drip,36.9,7.5,Rice,77.95
Region_B,Sandy,7.25,997.7,24.0,42.9,187.9,Drip,46.5,8.1,No_Previous_Crop,127.82
Region_D,Clay,6.18,229.7,28.2,58.8,177.4,Sprinkler,36.3,8.5,Rice,103.77
Region_A,Sandy,5.61,1219.2,29.6,44.4,83.7,Drip,45.8,14.3,Wheat,90.24
Region_C,Sandy,6.25,368.1,34.8,52.1,195.1,Rainfed,38.6,19.7,Barley,122.55
Region_B,Sandy,6.94,1389.9,34.2,37.1,291.3,Flood,28.5,22.1,No_Previous_Crop,192.88
Region_D,Sandy,7.29,785.0,15.2,58.8,97.9,Sprinkler,45.5,9.6,Wheat,82.02
Region_B,Sandy,6.37,569.5,17.0,68.7,62.1,Drip,12.6,22.9,Barley,47.89
Region_C,Loam,6.13,508.2,22.9,70.6,216.3,Flood,7.6,11.9,Barley,129.58
Region_B,Clay,7.06,379.1,32.0,30.0,161.9,Sprinkler,42.9,17.3,Barley,97.68
Region_C,Loam,6.84,849.3,33.5,87.5,67.1,Rainfed,10.7,19.1,Wheat,71.94
Region_B,Sandy,7.07,559.4,26.6,84.3,125.7,Sprinkler,45.5,6.2,Wheat,89.67
Region_C,Sandy,6.86,1284.0,26.7,30.3,122.1,Flood,16.3,17.0,Rice,112.68
Region_A,Loam,6.38,392.2,30.6,89.5,51.9,Rainfed,8.6,15.5,Rice,44.48
Region_D,Loam,6.89,615.9,17.1,61.1,207.0,Rainfed,36.3,20.4,Wheat,125.62
Region_D,Clay,7.35,385.1,17.7,36.3,142.4,Drip,11.6,24.0,No_Previous_Crop,86.47
Region_C,Sandy,6.05,1294.1,33.1,53.4,211.5,Rainfed,46.8,18.0,No_Previous_Crop,156.48
Region_D,Clay,6.25,503.8,27.5,75.8,77.1,Drip,18.8,21.0,Maize,61.97
Region_C,Clay,5.73,730.5,21.2,36.6,272.8,Flood,27.3,12.6,Maize,168.42
Region_A,Loam,5.63,1214.8,18.2,70.1,86.0,Flood,46.8,18.0,Wheat,82.96
Region_D,Loam,6.65,875.0,17.9,60.2,67.4,Rainfed,28.2,23.7,No_Previous_Crop,67.47
Region_A,Sandy,7.28,706.7,34.4,67.7,254.7,Drip,30.9,20.0,No_Previous_Crop,167.4
Region_B,Loam,6.75,871.3,18.7,33.4,140.9,Drip,45.9,17.2,Maize,94.87
Region_B,Loam,6.94,214.0,24.6,57.9,275.4,Flood,15.5,12.4,No_Previous_Crop,155.48
Region_B,Clay,5.61,354.4,28.3,73.2,145.1,Rainfed,26.7,11.9,Rice,90.04
Region_C,Clay,5.6,875.1,20.8,78.7,82.9,Flood,22.8,6.3,Wheat,70.02
Region_D,Clay,5.7,383.0,32.0,78.8,278.8,Rainfed,37.1,16.5,Wheat,152.69
Region_C,Clay,6.9,758.8,27.2,71.5,266.3,Flood,9.9,13.1,Rice,155.92
Region_B,Clay,6.24,977.3,22.1,85.4,168.8,Flood,40.8,8.7,Barley,129.24
Region_B,Loam,5.84,512.5,31.4,48.3,272.1,Sprinkler,22.3,20.9,Rice,162.95
Region_B,Loam,6.47,985.9,18.2,49.7,66.9,Drip,14.3,18.7,Rice,67.25
Region_A,Clay,7.07,406.5,32.2,47.2,93.7,Sprinkler,20.7,7.5,No_Previous_Crop,66.71
Region_D,Clay,6.93,322.2,15.9,81.0,210.4,Sprinkler,15.4,5.2,Wheat,123.93
Region_A,Loam,6.1,1467.4,15.9,61.8,89.7,Sprinkler,8.3,17.0,Rice,91.4
Region_A,Sandy,6.13,678.7,25.1,71.7,180.3,Flood,45.2,20.6,Rice,125.26
Region_D,Sandy,5.74,896.2,32.7,85.2,132.6,Flood,17.3,6.6,Maize,98.47
Region_A,Sandy,5.63,1486.0,33.3,70.0,179.1,Rainfed,21.3,7.4,Maize,148.52
Region_C,Loam,6.1,291.4,32.9,55.7,108.4,Flood,36.8,8.2,Barley,64.45
Region_A,Sandy,7.08,654.4,21.1,69.6,217.7,Flood,35.8,16.4,Barley,137.74
Region_A,Clay,6.79,1297.9,23.3,83.3,179.9,Flood,36.8,6.2,Barley,130.94
Region_C,Loam,6.84,322.8,21.7,60.6,55.0,Sprinkler,35.2,6.9,Barley,35.8
Region_B,Sandy,5.8,1006.2,30.3,65.0,282.8,Rainfed,13.8,23.7,Maize,170.47
Region_C,Sandy,6.6,1444.9,27.8,41.3,218.3,Rainfed,14.1,5.7,Barley,156.58
Region_A,Sandy,7.16,1269.7,32.7,51.6,273.4,Sprinkler,25.5,19.7,No_Previous_Crop,183.9
Region_A,Clay,7.34,975.8,16.0,59.5,99.8,Sprinkler,0.0,16.5,Maize,91.91
Region_D,Loam,6.4,560.3,26.1,47.5,284.7,Sprinkler,33.6,13.1,Maize,162.46
Region_C,Sandy,6.42,1139.9,31.6,67.0,143.1,Sprinkler,6.4,13.6,Barley,103.01
Region_C,Loam,6.82,513.2,29.3,60.5,102.2,Sprinkler,33.2,12.6,Wheat,64.43
Region_B,Sandy,6.81,1357.9,24.6,67.9,93.3,Drip,24.6,12.1,Wheat,103.39
Region_D,Loam,6.51,733.0,31.2,67.7,206.8,Flood,17.8,22.5,Wheat,131.43
Region_A,Loam,6.23,223.4,19.5,88.0,150.6,Sprinkler,45.4,20.4,Rice,79.74
Region_B,Clay,5.93,692.3,16.1,45.9,266.6,Rainfed,2.5,7.5,No_Previous_Crop,156.98
Region_C,Clay,7.09,756.6,16.3,48.4,165.9,Flood,33.3,16.0,Maize,111.95
Region_B,Clay,7.5,872.3,25.7,59.6,223.9,Sprinkler,3.2,8.1,Wheat,144.66
Region_A,Sandy,5.97,1158.0,22.9,37.5,78.6,Sprinkler,32.2,24.1,Barley,73.39
Region_C,Sandy,6.88,1466.1,30.5,37.4,220.5,Sprinkler,25.6,16.9,Rice,161.69
Region_A,Sandy,5.98,283.8,28.7,34.6,165.5,Sprinkler,7.6,11.9,Rice,91.46
Region_B,Clay,6.01,1484.4,24.5,75.1,107.7,Sprinkler,37.6,9.0,Wheat,102.89
Region_C,Loam,5.71,644.6,22.1,44.3,220.1,Drip,42.5,16.9,Barley,138.56
Region_B,Loam,7.04,858.3,34.1,38.2,251.4,Drip,39.2,15.3,Barley,149.71
Region_C,Sandy,5.92,1103.2,32.5,64.6,214.7,Flood,40.1,15.2,Maize,151.23
Region_D,Clay,6.51,1034.3,20.8,77.6,174.9,Rainfed,23.9,20.2,Barley,122.91
Region_C,Sandy,7.35,464.6,22.2,50.5,161.4,Flood,35.8,15.5,Rice,98.46
Region_B,Clay,6.51,449.4,20.9,39.4,171.2,Rainfed,8.8,11.0,Maize,106.28
Region_A,Sandy,6.22,1440.6,23.3,54.6,261.0,Rainfed,22.1,6.7,Maize,178.91
Region_C,Loam,5.71,499.7,29.8,46.5,185.8,Flood,39.5,9.8,Wheat,113.3
Region_D,Sandy,6.15,207.7,20.4,89.4,262.5,Flood,47.0,11.4,Wheat,141.46
Region_A,Clay,7.38,860.2,33.6,77.3,137.2,Flood,32.6,6.5,No_Previous_Crop,92.73
Region_D,Loam,6.68,1412.6,16.3,44.3,129.1,Sprinkler,5.5,7.2,Rice,97.48
Region_C,Sandy,5.94,662.7,31.5,85.9,245.6,Rainfed,28.0,21.1,No_Previous_Crop,144.33
Region_D,Loam,7.42,778.7,21.5,43.9,224.5,Sprinkler,37.2,22.1,Maize,134.6
Region_A,Sandy,7.41,206.1,20.8,57.1,91.9,Rainfed,36.8,18.6,Barley,56.56
Region_C,Sandy,5.95,1344.9,15.3,62.9,216.1,Flood,18.7,23.6,Wheat,150.89
Region_C,Sandy,6.21,1490.8,33.1,48.5,97.7,Flood,20.9,14.2,No_Previous_Crop,93.68
Region_B,Loam,7.15,388.5,23.2,63.1,186.9,Drip,1.3,11.0,Maize,115.24
Region_D,Loam,5.52,329.5,31.7,30.0,195.0,Flood,25.8,19.2,Wheat,114.72
Region_B,Sandy,6.68,593.3,31.8,43.3,97.7,Flood,32.2,17.1,Barley,80.45
Region_B,Sandy,6.19,504.9,20.3,80.4,262.9,Flood,39.2,5.3,No_Previous_Crop,151.67
Region_A,Loam,6.74,1251.1,27.9,67.7,199.1,Sprinkler,41.2,15.0,Maize,148.45
Region_D,Clay,7.47,1101.4,28.0,45.9,181.4,Sprinkler,7.8,11.4,Barley,128.28
Region_C,Sandy,6.92,578.5,23.6,44.2,112.2,Flood,47.6,16.0,Maize,84.83
Region_B,Loam,7.43,954.1,34.3,53.8,233.7,Flood,0.9,20.3,Wheat,145.64
Region_A,Loam,5.67,672.6,23.2,42.0,82.4,Drip,22.7,22.5,Barley,63.09
Region_B,Sandy,6.69,652.3,22.0,34.0,209.3,Rainfed,38.9,16.0,Wheat,120.29
Region_B,Clay,6.87,808.4,17.5,50.3,179.5,Drip,4.4,11.2,No_Previous_Crop,123.23
Region_B,Clay,6.25,706.2,31.3,88.0,90.7,Rainfed,36.4,6.1,Maize,75.93
Region_A,Loam,7.38,414.1,17.9,45.6,84.9,Flood,49.2,24.8,Wheat,62.94
Region_A,Sandy,7.0,534.0,26.9,36.3,205.6,Flood,28.0,13.4,No_Previous_Crop,128.39
Region_A,Clay,6.98,945.3,28.8,66.6,56.7,Sprinkler,23.1,9.1,Rice,61.32
Region_B,Loam,6.71,798.2,25.0,79.7,85.2,Sprinkler,25.3,24.2,Wheat,82.48
Region_D,Loam,6.94,1433.7,18.8,52.2,270.2,Drip,42.8,19.3,No_Previous_Crop,185.05
Region_B,Loam,6.83,962.5,27.9,39.2,56.7,Flood,27.1,20.5,Rice,71.77
Region_B,Clay,5.62,455.4,23.4,81.5,138.8,Drip,26.6,15.6,No_Previous_Crop,91.42
Region_B,Sandy,5.95,311.8,26.4,47.8,196.4,Drip,32.1,13.4,Rice,109.79
Region_C,Sandy,6.44,988.4,29.1,43.1,76.7,Sprinkler,21.7,8.8,Rice,72.31
Region_C,Sandy,5.76,743.3,22.9,86.2,167.7,Sprinkler,20.9,9.6,Barley,112.7
Region_B,Clay,6.73,312.6,27.3,86.6,206.0,Drip,6.2,22.9,Barley,116.82
Region_D,Loam,7.12,483.1,31.0,56.7,229.3,Drip,20.1,12.5,Wheat,135.85
Region_A,Loam,6.37,1107.9,20.0,49.7,57.3,Sprinkler,12.6,12.1,Rice,67.55
Region_C,Sandy,6.65,428.7,31.8,72.6,109.4,Sprinkler,28.3,14.1,Wheat,75.67
Region_A,Loam,6.02,1042.3,21.3,87.0,115.4,Drip,9.5,16.4,Maize,92.81
Region_D,Sandy,6.65,291.7,26.4,51.8,254.6,Drip,13.8,19.7,Wheat,146.07
Region_B,Loam,6.29,284.4,18.9,73.2,133.2,Flood,21.0,15.7,Wheat,77.95
Region_A,Clay,7.48,1454.8,19.6,80.3,253.5,Drip,41.6,11.5,No_Previous_Crop,184.59
Region_C,Sandy,6.79,346.0,33.6,46.6,255.3,Flood,20.3,11.7,No_Previous_Crop,141.47
Region_A,Loam,6.31,1393.1,24.6,77.9,111.1,Flood,47.4,8.4,Wheat,98.26
Region_D,Clay,7.04,356.0,27.1,61.9,210.2,Flood,48.7,22.4,Maize,127.75
Region_B,Loam,6.59,844.2,28.1,53.6,180.6,Sprinkler,12.9,16.0,Maize,131.27
Region_B,Loam,5.97,579.0,26.1,69.9,161.4,Drip,38.4,22.7,Wheat,96.28
Region_B,Clay,6.42,1123.2,16.2,67.4,189.0,Rainfed,49.8,22.7,Maize,125.96
Region_D,Clay,5.59,1183.0,31.4,38.9,57.4,Rainfed,20.2,9.1,Wheat,77.54
Region_C,Sandy,6.41,1472.3,16.6,38.6,297.4,Sprinkler,5.6,19.1,Maize,188.85
Region_D,Loam,7.21,1212.4,33.2,55.3,198.2,Flood,46.4,10.6,Rice,133.99
Region_D,Loam,6.48,392.7,16.7,73.8,162.1,Sprinkler,32.1,24.5,Rice,97.95
Region_B,Sandy,7.49,676.5,15.3,30.4,270.0,Flood,19.8,8.6,Rice,164.48
Region_C,Sandy,6.68,848.0,18.6,50.8,237.8,Rainfed,49.6,10.4,Maize,149.9
Region_B,Sandy,5.78,910.5,25.3,75.7,145.8,Drip,34.8,5.7,No_Previous_Crop,103.43
Region_A,Sandy,5.77,995.1,25.4,51.4,242.5,Flood,44.5,6.1,Rice,154.33
Region_A,Sandy,6.14,252.8,23.7,35.0,225.2,Drip,32.1,22.3,Rice,127.0
Region_C,Clay,7.16,1263.4,19.4,59.7,265.3,Rainfed,45.0,23.1,Wheat,172.89
Region_D,Loam,6.84,806.1,20.9,58.4,106.5,Drip,21.2,6.0,Rice,80.87
Region_D,Clay,5.88,599.6,15.4,57.0,188.7,Sprinkler,5.4,5.4,Barley,118.77
Region_C,Clay,7.09,1279.9,22.3,39.6,97.3,Drip,32.9,6.7,Maize,86.13
Region_D,Sandy,6.98,833.5,15.4,45.1,223.0,Sprinkler,27.4,10.9,Wheat,138.4
Region_D,Loam,5.62,301.0,30.9,40.4,100.2,Rainfed,8.1,15.0,Maize,55.5
Region_C,Loam,6.06,1249.7,28.6,71.3,242.9,Sprinkler,45.1,11.8,No_Previous_Crop,156.56
Region_D,Loam,6.17,1052.3,29.9,58.4,133.1,Flood,40.3,16.7,Wheat,105.92
Region_A,Clay,6.56,241.3,17.0,79.1,233.1,Sprinkler,24.9,15.1,Maize,138.46
Region_A,Sandy,5.92,1247.7,16.2,66.7,292.5,Sprinkler,34.3,7.7,Barley,186.91
Region_C,Clay,6.71,559.0,26.2,89.2,165.4,Flood,24.5,19.8,Wheat,110.62
Region_A,Sandy,7.05,507.1,33.3,77.8,167.5,Flood,45.5,10.3,Barley,98.35
Region_C,Sandy,7.33,1288.1,16.2,75.7,105.7,Flood,29.0,22.4,Rice,91.23
Region_C,Sandy,5.94,1236.0,24.6,86.1,123.5,Drip,30.1,15.7,Rice,103.02
Region_A,Loam,6.98,697.6,20.1,85.3,66.3,Sprinkler,7.5,5.2,No_Previous_Crop,60.38
Region_C,Sandy,6.75,1174.7,24.5,83.2,183.5,Flood,21.5,16.9,Wheat,130.14
Region_A,Sandy,6.46,697.0,15.8,77.2,152.2,Flood,5.8,21.8,Wheat,101.51
Region_A,Clay,7.15,1277.0,22.1,87.7,274.2,Drip,1.3,15.3,Maize,175.93
Region_A,Sandy,6.26,684.6,25.7,39.7,245.9,Flood,5.9,7.9,No_Previous_Crop,144.44
Region_B,Clay,5.78,1194.3,19.5,61.6,158.6,Rainfed,23.7,9.6,Rice,127.19
Region_A,Loam,6.02,915.4,34.2,39.5,299.2,Flood,4.7,14.1,No_Previous_Crop,182.55
Region_B,Loam,7.41,993.0,23.8,57.3,275.8,Drip,47.4,17.7,Rice,172.88
Region_A,Loam,6.7,358.7,25.5,37.8,87.4,Drip,49.4,22.4,Maize,59.81
Region_A,Loam,5.88,1347.6,33.1,55.5,53.2,Drip,39.0,9.9,Barley,76.24
Region_C,Sandy,6.58,601.6,28.7,41.6,187.2,Flood,7.2,7.0,Rice,122.74
Region_D,Clay,7.5,1459.3,32.4,42.0,249.5,Sprinkler,0.9,5.0,No_Previous_Crop,181.68
Region_C,Loam,6.2,308.2,27.0,83.9,90.1,Sprinkler,12.6,11.1,No_Previous_Crop,63.39
Region_C,Sandy,5.85,899.8,33.7,51.1,155.9,Sprinkler,25.2,7.8,No_Previous_Crop,120.49
Region_B,Sandy,6.94,714.4,34.9,34.0,260.8,Rainfed,2.4,18.1,Wheat,163.54
Region_C,Sandy,6.95,849.5,17.0,58.6,297.5,Drip,22.0,23.6,Wheat,174.9
Region_B,Sandy,6.6,607.2,23.4,53.3,180.1,Rainfed,9.4,12.6,Maize,114.3
Region_D,Sandy,6.87,363.6,33.2,84.3,298.2,Drip,20.4,16.3,No_Previous_Crop,166.02
Region_D,Clay,6.16,1490.9,28.1,61.1,165.9,Flood,28.1,18.3,Maize,132.2
Region_D,Clay,6.99,1277.9,22.7,62.3,295.9,Rainfed,33.1,22.6,Maize,188.78
Region_A,Clay,7.19,229.1,32.1,62.9,84.5,Drip,31.7,19.2,Barley,44.46
Region_B,Loam,6.9,272.4,19.6,47.1,286.0,Flood,6.3,20.6,Wheat,154.77
Region_D,Clay,7.13,1283.9,33.4,78.6,201.6,Flood,46.4,12.6,Barley,144.59
Region_D,Loam,7.43,1210.3,33.3,79.7,271.2,Rainfed,35.5,6.8,Rice,174.33
Region_D,Loam,6.9,485.6,18.2,55.0,170.2,Rainfed,10.5,18.3,Maize,93.26
Region_A,Loam,5.65,1066.9,24.0,46.8,73.9,Flood,19.8,15.8,Maize,66.77
Region_D,Loam,6.93,358.6,31.1,85.2,134.1,Sprinkler,3.2,11.9,Maize,81.41
Region_C,Sandy,5.53,1463.7,17.4,36.3,150.1,Rainfed,38.7,15.4,No_Previous_Crop,116.35
Region_B,Loam,7.34,322.0,27.6,32.0,227.2,Drip,20.4,23.0,Wheat,133.49
Region_C,Sandy,7.46,578.0,17.4,71.7,221.3,Rainfed,35.8,11.7,Rice,130.85
Region_B,Clay,5.52,815.9,29.7,70.2,281.7,Flood,29.0,11.2,Maize,169.78
Region_A,Sandy,6.51,1184.0,26.0,81.2,258.7,Drip,24.5,18.9,Rice,166.19
Region_D,Sandy,7.22,218.7,26.0,58.8,196.2,Rainfed,4.4,18.9,No_Previous_Crop,110.58
Region_D,Clay,6.5,657.1,24.0,59.4,54.5,Flood,2.7,7.1,No_Previous_Crop,46.91
Region_B,Loam,7.28,578.9,31.6,81.9,189.5,Flood,44.1,23.1,Wheat,112.53
Region_B,Clay,6.05,1276.6,23.3,59.8,60.7,Sprinkler,26.0,16.3,Barley,72.28
Region_C,Clay,7.33,449.7,25.6,77.1,222.4,Drip,19.8,23.8,Wheat,126.72
Region_A,Sandy,7.04,476.0,31.1,59.9,105.9,Sprinkler,19.3,17.1,Wheat,73.4
Region_A,Sandy,5.93,1017.5,31.8,67.4,196.0,Flood,22.4,8.5,Maize,136.06
Region_C,Sandy,6.82,789.6,27.8,49.8,202.2,Rainfed,8.7,15.0,Barley,129.04
Region_A,Loam,5.54,1234.9,29.8,43.0,240.6,Drip,1.3,18.5,Wheat,162.77
Region_D,Loam,6.75,563.4,24.0,54.8,228.8,Rainfed,36.2,13.9,Wheat,140.83
Region_B,Loam,6.18,632.4,31.5,69.5,127.0,Rainfed,47.1,7.6,Barley,84.07
Region_C,Loam,6.9,924.0,29.3,76.4,126.1,Flood,19.7,6.0,Barley,93.94
Region_A,Clay,5.7,1005.5,21.4,31.1,73.7,Flood,24.3,24.8,Wheat,65.41
Region_C,Loam,7.37,1356.3,34.9,63.1,223.1,Rainfed,22.6,16.4,No_Previous_Crop,160.51
Region_C,Loam,7.48,972.2,22.2,34.5,243.9,Rainfed,44.1,19.2,Barley,163.3
